Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Infiltration Standard Density Volume Flow Rate [m3/s](Hourly),MAINZONE:Zone Air System Sensible Heating Energy [J](Hourly),MAINZONE:Zone Air System Sensible Cooling Energy [J](Hourly),MAINZONE:Zone Air CO2 Concentration [ppm](Hourly),MAINZONE:Zone Air Generic Air Contaminant Concentration [ppm](Hourly),LAB_HX:Heat Exchanger Sensible Heating Energy [J](Hourly),SUPPLY_FAN:Fan Electricity Energy [J](Hourly),EXHAUST_FAN:Fan Electricity Energy [J](Hourly),ERV_SA_OUTLET:System Node Temperature [C](Hourly),Electricity:Facility [J](Hourly) 
 01/04  21:00:00,-4.5,3.25,17.81720675740982,0.035679832226893346,2664376.398225578,0.0,400.00000000000017,2240.6722735101216,2256101.809115488,12496.024591999203,12496.024591999203,14.564988866143803,24992.049183998406 
 01/04  22:00:00,-4.075,2.75,17.846508829227595,0.03565105779204111,2674590.5940294215,0.0,400.00000000000017,945.5145419516574,2217077.2508310294,12496.024591999203,12496.024591999203,14.660126007533291,24992.049183998406 
 01/04  23:00:00,-4.0,2.0,17.823385493748987,0.035687250224122294,2681547.425307278,0.0,400.00000000000017,398.92121436008864,2208336.8808093374,12496.024591999203,12496.024591999203,14.662682834022464,24992.049183998406 
 01/04  24:00:00,-3.875,1.375,17.800798020746047,0.03562183072250093,2679877.531792848,0.0,400.0000000000001,168.6734574601666,2192926.3434122493,12496.024591999203,12496.024591999203,14.653068354365677,24992.049183998406 
 01/05  01:00:00,-4.55,3.5,17.698532498003086,0.03572878109470297,2689069.25932647,0.0,400.0000000000001,71.44905852714604,2255440.727451615,12496.024591999203,12496.024591999203,14.505145851315628,24992.049183998406 
 01/05  02:00:00,-5.0,3.75,17.569782421863966,0.03583032659954096,2669462.6418422735,0.0,400.00000000000017,30.560799685805996,2283193.818162716,12496.024591999203,12496.024591999203,14.299698623249016,24992.049183998406 
 01/05  03:00:00,-5.0,3.0,17.537852292889227,0.03583852913091731,2668096.9382914165,0.0,400.0000000000001,13.123805858540564,2278891.026177275,12496.024591999203,12496.024591999203,14.268579736263936,24992.049183998406 
 01/05  04:00:00,-5.625,3.625,17.436030239998193,0.035920090538426486,2671451.068415626,0.0,400.00000000000017,5.652605437975872,2334719.427956282,12496.024591999203,12496.024591999203,14.11297658665375,24992.049183998406 
 01/05  05:00:00,-6.0,3.375,17.324178304739327,0.03596926512669293,2657088.5649158787,0.0,400.0000000000002,2.453604021012224,2359085.201677525,12496.024591999203,12496.024591999203,13.942881472525746,24992.049183998406 
 01/05  06:00:00,-6.749999999999999,3.0,17.212127139065622,0.03610619208584026,2657203.38271104,0.0,400.00000000000034,1.0706469146485196,2425840.779277448,12496.024591999203,12496.024591999203,13.756397622533084,24992.049183998406 
 01/05  07:00:00,-7.7,3.0,17.04899045700833,0.03622303005779576,2641355.7458219305,0.0,400.0000000000003,0.4711918970729921,2504565.997397501,12496.024591999203,12496.024591999203,13.47139183838854,24992.049183998406 
